userId,subscriptionBalance,paymentBalance,request_id,timestamp
87f3951c-e577-4b0e-a2c3-b2ad9c43db6e,35.0,1848.95,ae27b1c8-bc53-5073-ad05-ef738c03f359,2024-05-12T21:01:04.510Z
be217a4c-6b32-478c-a24a-6f4bef7f6dea,3510.0,1710.0,4477a934-3f0d-59b7-b3d8-f78f0f5d7959,2024-05-12T21:01:05.119Z
f3a186d2-d38f-4c2a-ab55-9f26e0ef1e43,138.0,1506.0,9912d645-db69-5d30-b711-88feeb38be1a,2024-05-12T21:01:05.581Z
4193ff00-96dd-4e41-8d0c-56717759b9d8,3510.0,1710.0,55e71ec4-bb48-5faa-9211-407f8b196f44,2024-05-12T21:01:05.882Z
e0eedf6d-21c3-4cec-b12f-8c034c99d809,3510.0,1710.0,25d6c615-dc49-513f-a297-98aeec1b06b8,2024-05-12T21:01:06.264Z
75b9c4ae-1dc9-4330-96e9-662d34429648,2679.0,1739.0,c3d8f312-22be-53f1-a626-ada912ece0db,2024-05-12T21:01:06.852Z
c8c7697e-36ad-444d-ab95-53cc0aa27292,2679.0,1739.0,6e46eafe-108d-593c-b69f-b44520de49d2,2024-05-12T21:01:07.354Z
663e78c9-903b-4227-b79a-46d5c8d71e91,1739.0,799.0,2a97c664-34b6-5312-b50b-98df04e5c3fc,2024-05-12T21:01:07.500Z
813ee3cd-2349-43ae-8915-f0a2c12b4245,64.909,1602.59,4bcfde4f-456c-5bc6-a899-80f4753fb8ec,2024-05-12T21:01:07.896Z
1a9b77f5-4b26-410e-a367-75ecefaff3b3,764.0,1309.5,4bcfde4f-456c-5bc6-a899-80f4753fb8ec,2024-05-12T21:01:08.032Z
813ee3cd-2349-43ae-8915-f0a2c12b4245,249.045,591.045,0b800a74-1b3c-5777-8f07-54d053ef701c,2024-04-25T12:03:47.151Z
6f19e21c-ef6b-4f56-9d4d-9f17262be110,152.0,2535.932,c20d1b24-2f88-54d6-949b-4580672ab3bd,2024-04-25T12:02:49.964Z
d5aae41c-e806-48f6-a980-25f322899a4a,1350.44,3060.44,60a414f2-2cd5-570e-a7d3-4a56646ad065,2024-04-25T12:03:25.998Z
ada642e4-bef1-4fd9-8b93-7f3f3813ae19,204.492,188.492,497bc367-9257-5bb7-b08b-9dc3dab53def,2024-04-25T12:04:05.998Z
ada642e4-bef1-4fd9-8b93-7f3f3813ae19,213.492,197.492,9df969bb-efc4-51a8-a786-371fa7364754,2024-04-25T12:04:06.158Z
5cf444b8-09b4-4a03-b22d-f3141a817dd8,120.817,112.817,f86a9327-ef28-580a-ad3e-cd83a6332e52,2024-04-25T12:04:44.283Z
8fd614d8-9638-4c66-8345-319280777aae,483.4,2015.091,750940a1-e686-56f8-b260-1eed94d479c2,2024-02-18T21:01:06.864Z
5bc3c6b5-3049-4d37-9f04-c36bcb6de4a2,78081.136,78028.136,39bf3cb1-a3be-58e9-8578-62fdd1eca995,2024-02-18T21:01:07.746Z
6a1eab48-c690-4745-b5f1-3a51242ed793,176.2,1107.2,03b8595a-e066-52a4-824d-0716923bc95a,2024-02-18T21:01:18.013Z
078a520a-b504-4794-8e9b-910d86e4e96d,1118.73,2113.28,2d63a3fe-fc48-56cc-a532-fdb28e161d32,2024-02-18T21:01:18.843Z
eefb84af-6a9b-435b-b589-5c9734648a74,330.909,3319.909,2c5c88d9-8be8-54ef-8b4a-d695f9b65593,2024-02-18T21:01:18.955Z
0337b933-9ab8-4c7d-8c1b-80059f3164a4,630.0,9270.0,1a368beb-be8f-5d8c-a5c7-d5a7ccd19672,2024-02-18T21:01:19.088Z
2af65ba7-48fc-4433-be65-5dca7e3094a8,399.363,528.979,436c2520-5435-5492-bdf1-7b6c26545f6c,2024-02-18T21:01:21.710Z
2c1fafd7-42d4-48ac-a761-4b5493eec785,684.5,984.5,be0789ff-7071-578d-b77c-d7b30213bc73,2024-02-18T21:01:22.471Z
f8c629ff-e140-4e26-b38c-f99d237959da,20808.7,20817.4,c6bec2e4-9523-505c-837f-9ca8e7410dd0,2024-02-18T21:01:22.677Z
fb387231-a328-4c4d-8d82-dda7943af9e7,36454.0,36354.0,1921673c-8a0a-597c-9bcd-3970f86e44f0,2024-02-18T21:01:24.181Z
72b8eeff-c0f0-4665-bbbe-a1b1a6730a51,3877.5,3620.7,ab877077-b274-5d80-a76f-2e3bc011d2ba,2024-02-18T21:01:25.699Z
cac838c5-a9e1-41b1-877e-2587cbea7b20,11266.66,13036.66,3e996c89-61b6-5c87-a871-32c513e24dfb,2024-02-18T21:01:08.845Z
95548cdd-9c30-4a34-8e13-6b526f0426da,160.467,4376.005,3418fd66-155c-57d4-bce5-a32a670b48ee,2024-02-18T21:01:12.010Z
2c2a8830-b2f7-4b3e-a180-7a5654eee40c,36866.39,36776.39,05f4cb78-6488-560c-a078-953416d37770,2024-02-18T21:01:15.603Z
67305f3f-628b-4997-83f9-1247a896127a,2763.0,2754.0,9b1691e0-7554-5b25-bce7-cfac070890db,2024-02-18T21:01:17.115Z
7ca066ee-df49-42d5-b522-54f8abe08388,118.5,399.75,e700a4b7-f4f3-59b8-9952-fafb869998c4,2024-02-18T21:01:31.229Z
87f3951c-e577-4b0e-a2c3-b2ad9c43db6e,151.2,1609.95,3cbd55a1-e5b1-503c-9e86-0b174441ce6e,2024-05-09T10:04:49.315Z
87f3951c-e577-4b0e-a2c3-b2ad9c43db6e,227.2,1685.95,be5cdfbe-e16e-5425-98a7-81084090afc1,2024-05-09T10:04:52.239Z
80308098-8d24-4be6-96c2-f4c2c5e03699,1460.87,,cdee36b2-f4f9-5c27-8d51-681bb712d8c5,2024-04-29T06:44:12.051Z
f8c629ff-e140-4e26-b38c-f99d237959da,1630.0,11720.0,ccdc6e19-6901-589b-bd50-301c9e6ccc7b,2023-12-27T09:58:11.655Z
581ac5c9-5f0e-4349-aaf4-8a1660d860f5,820.0,36920.0,c20f7a10-bc44-5024-9ca3-249779905299,2024-04-03T21:01:08.545Z
2af65ba7-48fc-4433-be65-5dca7e3094a8,95.633,225.249,c20f7a10-bc44-5024-9ca3-249779905299,2024-04-03T21:01:08.846Z
cac838c5-a9e1-41b1-877e-2587cbea7b20,10053.802,11823.802,fc579c2a-c441-58de-86c0-c2ad019445c5,2024-04-03T21:01:09.133Z
2f4fd556-537a-4e93-ae1d-be1ed7c51547,2280.0,7080.0,5b64bfa3-cf7b-5cea-a269-e1964e871d8f,2024-02-01T11:26:04.970Z
2f4fd556-537a-4e93-ae1d-be1ed7c51547,2160.0,6960.0,9b567a96-5103-5b22-a513-24a3d0fd1ee4,2024-02-01T11:26:05.264Z
2f4fd556-537a-4e93-ae1d-be1ed7c51547,2460.0,7260.0,cc0ef38b-0ad8-5540-9ee2-adbe885f94b5,2024-02-01T11:28:26.657Z
d5aae41c-e806-48f6-a980-25f322899a4a,270.44,1980.44,901fe6c6-896f-5e94-a875-b873633faf61,2024-05-08T21:01:04.922Z
30258a94-92e8-4fe1-b8e5-0033deddc1a4,2273.04,3713.04,af82a0f9-10a9-5310-8ada-fe634e1ae9f3,2024-04-17T23:34:29.048Z
30258a94-92e8-4fe1-b8e5-0033deddc1a4,2368.69,3808.69,8a5e282d-5bb4-5835-83fa-76b704026dd7,2024-04-17T23:38:42.783Z
ada642e4-bef1-4fd9-8b93-7f3f3813ae19,195.492,179.492,bbdd918c-b97c-5f4a-b26c-cf23ac1e28c0,2024-05-03T16:39:17.385Z
2af65ba7-48fc-4433-be65-5dca7e3094a8,275.071,404.687,8538d906-e5fa-569c-b4ea-876af3b63c14,2024-03-13T21:01:01.306Z
9a19fa44-d798-4468-b553-9db30af97ea6,1620.0,5940.0,8538d906-e5fa-569c-b4ea-876af3b63c14,2024-03-13T21:01:01.790Z
f8c629ff-e140-4e26-b38c-f99d237959da,100.0,19200.0,3a9c0fc1-ad10-51eb-997d-51d136558f79,2024-01-04T11:40:05.893Z
f8c629ff-e140-4e26-b38c-f99d237959da,2400.0,19200.0,69096901-f203-5500-aef7-3711694bd17e,2024-01-04T11:40:06.055Z
2af65ba7-48fc-4433-be65-5dca7e3094a8,446.455,576.071,4b57a8db-3e30-519f-9ecf-f6fc0cb82fab,2024-01-21T14:55:22.707Z
2af65ba7-48fc-4433-be65-5dca7e3094a8,491.455,621.071,9fae4dab-7000-52e5-a3c0-138c43150cd1,2024-01-21T14:57:45.842Z
daa2bf74-cf31-4552-9e85-acb48a7c3f90,396.091,804.091,350a7d93-9f6f-5bec-a2be-2396de217ab7,2023-12-26T21:01:03.153Z
94e55883-fe72-4243-b801-72206e4cef0a,540.0,2250.0,83f02d4a-2dbe-555b-ab27-734f6cec5400,2023-12-26T21:01:06.845Z
67305f3f-628b-4997-83f9-1247a896127a,2952.0,2943.0,72b3653a-bb6e-50db-b030-3b126298913f,2024-01-22T21:01:52.174Z
52ebb322-696b-423b-bd79-2de604defbdd,1250.0,3723.01,893d65c3-f6c2-55e1-803f-3beb2f346608,2024-01-22T21:01:55.536Z
2af65ba7-48fc-4433-be65-5dca7e3094a8,465.455,595.071,235e651e-a25d-54f5-984c-3b367baa5629,2024-01-22T21:01:59.437Z
2c2a8830-b2f7-4b3e-a180-7a5654eee40c,38846.39,38756.39,4a57cece-b4b5-5069-b975-90e66d5242b5,2024-01-22T21:01:43.402Z
b66d065b-3a4b-4871-9d0c-99701e74c8e9,23142.0,30810.0,ce339e0d-168c-592a-9540-c025cf57b346,2024-01-22T21:01:30.595Z
2c2a8830-b2f7-4b3e-a180-7a5654eee40c,37496.39,37406.39,1021f4ec-82c1-5d02-969f-aaac16120b19,2024-02-09T21:01:07.566Z
383f0a7e-4daa-4294-ae9f-cafbddbb408e,76.5,68.5,1021f4ec-82c1-5d02-969f-aaac16120b19,2024-02-09T21:01:07.649Z
b66d065b-3a4b-4871-9d0c-99701e74c8e9,22422.0,30090.0,d4199c33-d575-5a3d-a6fb-c27341a0ec26,2024-02-09T21:01:10.003Z
eefb84af-6a9b-435b-b589-5c9734648a74,358.909,3347.909,d4199c33-d575-5a3d-a6fb-c27341a0ec26,2024-02-09T21:01:10.274Z
ca4da5ef-df7d-417f-8098-80c027212092,220.62,1690.62,f01384e3-2f79-5524-acd8-daa3bbaf2326,2024-02-09T21:01:10.613Z
e8062346-faa2-400f-a070-a970fc4caab4,101.542,1617.152,f01384e3-2f79-5524-acd8-daa3bbaf2326,2024-02-09T21:01:10.822Z
f8c629ff-e140-4e26-b38c-f99d237959da,21508.7,21517.4,f01384e3-2f79-5524-acd8-daa3bbaf2326,2024-02-09T21:01:11.077Z
5bc3c6b5-3049-4d37-9f04-c36bcb6de4a2,78452.136,78399.136,4b9ea7e8-2c3a-5033-a9b6-f9a8b8edf628,2024-02-09T21:01:12.014Z
582f1b94-4c13-41e6-81ec-6203bb0f2a06,0.5,,4b9ea7e8-2c3a-5033-a9b6-f9a8b8edf628,2024-02-09T21:01:12.537Z
0337b933-9ab8-4c7d-8c1b-80059f3164a4,1170.0,9810.0,518fa209-c302-5672-ba7d-fc4957db0070,2024-02-09T21:01:13.554Z
29ab9cca-db34-4942-8a1e-d4f472e2462f,88.0,808.0,518fa209-c302-5672-ba7d-fc4957db0070,2024-02-09T21:01:13.986Z
daa2bf74-cf31-4552-9e85-acb48a7c3f90,135.091,543.091,518fa209-c302-5672-ba7d-fc4957db0070,2024-02-09T21:01:14.067Z
72b8eeff-c0f0-4665-bbbe-a1b1a6730a51,4626.5,4369.7,7f659896-34d0-51cf-aaf8-c6d6a00ac7d4,2024-02-09T21:01:14.694Z
035e21a6-1dc3-4d87-bc4d-26b9dcefabbd,175.646,471.646,7f659896-34d0-51cf-aaf8-c6d6a00ac7d4,2024-02-09T21:01:14.835Z
ec5a25e9-6a06-43fa-9eca-0e31ec111076,31.181,3245.878,fa09feaf-664c-5baf-b870-a0eff2972dad,2024-02-09T21:01:16.083Z
e1c32b5a-a239-407f-beaf-ffa0f81c7611,32.0,9618.6,e8d73fe1-d3e2-570d-9e34-61a1473ff10f,2024-02-09T21:01:17.492Z
8fd614d8-9638-4c66-8345-319280777aae,734.2,2265.891,e8d73fe1-d3e2-570d-9e34-61a1473ff10f,2024-02-09T21:01:17.576Z
e6cdbca4-1eac-44a7-b1b3-299757b86a75,0.0,,e8d73fe1-d3e2-570d-9e34-61a1473ff10f,2024-02-09T21:01:17.737Z
b11a22a9-3283-4c2a-8530-5f685c1035b4,112.0,103.0,e8d73fe1-d3e2-570d-9e34-61a1473ff10f,2024-02-09T21:01:17.821Z
7f97b814-017d-430e-9779-877ec174861e,834.46,,616476e1-618f-5980-a2ed-28a1f5511f9b,2024-02-09T21:01:18.681Z
ada642e4-bef1-4fd9-8b93-7f3f3813ae19,174.219,158.219,02e2f53e-f6ca-50e3-ac71-abfdef998761,2024-05-18T21:01:07.317Z
109450c0-0bec-4dde-9d57-a13b233b4815,3330.0,1530.0,02e2f53e-f6ca-50e3-ac71-abfdef998761,2024-05-18T21:01:07.457Z
80308098-8d24-4be6-96c2-f4c2c5e03699,784.39,,02e2f53e-f6ca-50e3-ac71-abfdef998761,2024-05-18T21:01:07.613Z
663e78c9-903b-4227-b79a-46d5c8d71e91,1551.0,611.0,02e2f53e-f6ca-50e3-ac71-abfdef998761,2024-05-18T21:01:07.711Z
7c729204-cd4d-477c-ae93-7d3f0dd68cff,3330.0,1530.0,a5b6eaea-39d1-528a-a64d-b42920822508,2024-05-18T21:01:07.987Z
5e6b408a-7110-4237-98f2-963f77bd8034,3150.0,1350.0,a5b6eaea-39d1-528a-a64d-b42920822508,2024-05-18T21:01:08.450Z
30258a94-92e8-4fe1-b8e5-0033deddc1a4,642.19,2082.19,a5b6eaea-39d1-528a-a64d-b42920822508,2024-05-18T21:01:08.591Z
2b497378-85ea-4f4c-ab47-653d488b7487,3150.0,1350.0,a5b6eaea-39d1-528a-a64d-b42920822508,2024-05-18T21:01:08.681Z
b7b731e3-6faf-4c4b-b953-a57de4992ef2,3150.0,1350.0,a5b6eaea-39d1-528a-a64d-b42920822508,2024-05-18T21:01:08.869Z
1a9b77f5-4b26-410e-a367-75ecefaff3b3,152.0,1718.5,a5b6eaea-39d1-528a-a64d-b42920822508,2024-05-18T21:01:08.944Z
813ee3cd-2349-43ae-8915-f0a2c12b4245,181.0,1773.59,df793adc-fcbf-5708-90ff-641fe5ea608a,2024-05-18T21:01:09.287Z
89b26fd6-e392-42a5-93c4-ca1216e9fa14,3330.0,1530.0,df793adc-fcbf-5708-90ff-641fe5ea608a,2024-05-18T21:01:09.364Z
b6c1f37e-8e1e-4bd4-ac09-5c9fa7b49849,1620.0,3420.0,15f67434-6894-5d73-967b-2af771cc6af1,2024-05-18T21:01:12.843Z
5e970ccb-13f5-4595-bd4f-fe63d52646a6,170.0,1170.0,15f67434-6894-5d73-967b-2af771cc6af1,2024-05-18T21:01:12.917Z
4193ff00-96dd-4e41-8d0c-56717759b9d8,3150.0,1350.0,41f6de82-1854-5626-b470-8041010df2b8,2024-05-18T21:01:13.957Z
e5cd7e42-5e94-46d2-b6ab-9ef7a6b6549d,3150.0,1350.0,6046fe57-fba8-543e-90bd-a094e2f3e0a0,2024-05-18T21:01:15.441Z
bbaa9ed6-f6e1-4ecc-bffd-914a9806cb11,1551.0,611.0,219d07d8-bc3a-579a-a4a4-591ba5613304,2024-05-18T21:01:16.195Z
ac1ab694-bfc2-4c8e-81e6-84c3a549e06a,3330.0,1530.0,3c9139c8-d027-582e-a9e8-670bc97b5fac,2024-05-18T21:01:16.953Z
e0eedf6d-21c3-4cec-b12f-8c034c99d809,3150.0,1350.0,651d0e80-a341-57bc-bf2d-5043ba1c6322,2024-05-18T21:01:17.276Z
f3a186d2-d38f-4c2a-ab55-9f26e0ef1e43,84.75,1452.75,651d0e80-a341-57bc-bf2d-5043ba1c6322,2024-05-18T21:01:17.347Z
de4a08a3-a40e-45ba-b582-8833fe5ce4fa,4050.0,1890.0,05d3a82a-3960-5eac-a4fa-f6e9203d3a32,2024-05-18T21:01:18.458Z
76cb24e4-60e0-46c5-a585-57ecf8bfb528,3150.0,1350.0,7699f647-f937-5201-ad0e-a884e068b583,2024-05-18T21:01:19.486Z
67c42c0a-38dc-4917-b323-f8e7e0a5e9cb,1031.454,10122.363,f7db44be-b056-5ca7-bb6b-1a272ae026de,2024-04-17T09:37:58.476Z
6f19e21c-ef6b-4f56-9d4d-9f17262be110,2.818,1046.568,f7db44be-b056-5ca7-bb6b-1a272ae026de,2024-04-17T09:37:58.757Z
fb387231-a328-4c4d-8d82-dda7943af9e7,38454.0,38354.0,38f5136c-84e2-59b3-9e8c-4d404ab3fad2,2024-01-25T21:01:05.699Z
b851dd0c-b4b0-41d4-814a-172752d504d9,72.0,63.0,38f5136c-84e2-59b3-9e8c-4d404ab3fad2,2024-01-25T21:01:05.892Z
eefb84af-6a9b-435b-b589-5c9734648a74,402.909,3391.909,38f5136c-84e2-59b3-9e8c-4d404ab3fad2,2024-01-25T21:01:05.977Z
cac838c5-a9e1-41b1-877e-2587cbea7b20,11455.93,13225.93,38f5136c-84e2-59b3-9e8c-4d404ab3fad2,2024-01-25T21:01:06.278Z
804d97c8-bf70-4f6d-ad3b-8b63bb543104,102.0,93.0,38f5136c-84e2-59b3-9e8c-4d404ab3fad2,2024-01-25T21:01:06.405Z
709c6d90-afa7-4f96-add9-be439e085a89,0.0,,38f5136c-84e2-59b3-9e8c-4d404ab3fad2,2024-01-25T21:01:06.493Z
582f1b94-4c13-41e6-81ec-6203bb0f2a06,135.5,126.5,38f5136c-84e2-59b3-9e8c-4d404ab3fad2,2024-01-25T21:01:06.585Z
92d3b524-f2b5-4ea1-972c-42f16f6ecb49,81.0,72.0,8c02fe2b-0493-51fa-9e94-a007cac1529b,2024-01-25T21:01:07.137Z
67305f3f-628b-4997-83f9-1247a896127a,2934.0,2925.0,5719143a-4304-5bdf-83c0-4a168d56717c,2024-01-25T21:01:07.413Z
2c2a8830-b2f7-4b3e-a180-7a5654eee40c,38666.39,38576.39,5719143a-4304-5bdf-83c0-4a168d56717c,2024-01-25T21:01:07.572Z
a1fcde9e-ddb4-4dcc-8b45-1f150a0948cd,147.0,138.0,5719143a-4304-5bdf-83c0-4a168d56717c,2024-01-25T21:01:07.755Z
d660234f-ebd5-41da-919b-b125cfe67889,120.0,111.0,5719143a-4304-5bdf-83c0-4a168d56717c,2024-01-25T21:01:07.861Z
da3380f3-1016-4965-881a-0bb66f3a801e,12.6,10.8,a87bb36a-d02d-55e7-9436-ed461e7ec686,2024-01-25T21:01:08.055Z
dad65afc-5053-4bfb-bab4-c4238e52842d,102.0,93.0,66053f3e-4b84-579f-9939-611285d044fe,2024-01-25T21:01:08.399Z
b11a22a9-3283-4c2a-8530-5f685c1035b4,247.0,238.0,66053f3e-4b84-579f-9939-611285d044fe,2024-01-25T21:01:08.490Z
2669d640-a5cb-4d0d-a4b3-e95de0b3f4ad,111.0,102.0,27ffb573-38ff-5aa7-bfd7-eb5ff6ab2004,2024-01-25T21:01:13.162Z
5bc3c6b5-3049-4d37-9f04-c36bcb6de4a2,79088.136,79035.136,46a9f649-6f83-51cc-a614-a865a1d9db6f,2024-01-25T21:01:14.285Z
53a97579-16a4-47ef-83ec-c7b209e65c4e,45.0,36.0,46a9f649-6f83-51cc-a614-a865a1d9db6f,2024-01-25T21:01:14.477Z
26d31238-b7a4-4e7b-a52e-faa96846333c,93.0,84.0,94f3251e-4be6-5a71-8cc0-7b3285bcb910,2024-01-25T21:01:14.682Z
774e69ea-6841-4fbe-a007-6c5fe7feba4e,90.0,81.0,94f3251e-4be6-5a71-8cc0-7b3285bcb910,2024-01-25T21:01:14.792Z
e55755fa-20dd-410d-af94-d4ced92039be,111.0,102.0,9d411549-7ef4-5348-8ff6-4b65b0af6029,2024-01-25T21:01:15.905Z
66a734f3-a86b-477a-929e-50e078195a91,93.0,84.0,85779677-3a8d-5ed7-95c8-c85bf4d6cdb6,2024-01-25T21:01:16.179Z
3239a143-f9bf-4b01-9885-26d3e10f4933,90.0,81.0,b6ebe2b1-6745-5064-9443-bc9da9193305,2024-01-25T21:01:16.412Z
